question,choices,subject,answer
ایک آاسوٹوپ تیار ہونے کے بعد تین آدھی زندگی،,آاسوٹوپ کا 25٪ باقی ہے۔|آاسوٹوپ کا 25 فیصد سڑ گیا۔|آاسوٹوپ کا 12.5% ​​باقی ہے۔|آاسوٹوپ کا 12.5 فیصد سڑ گیا۔,high_school_chemistry,2
چار عناصر کے ایٹموں کی جانچ کی جاتی ہے: کاربن، نائٹروجن، نیین اور سلفر۔ کس عنصر کے ایٹموں میں سب سے مضبوط مقناطیسی لمحہ ہوگا؟,کاربن|نائٹروجن|نیین|سلفر,high_school_chemistry,1
Argon کی وجہ سے کم درجہ حرارت پر مائع کیا جا سکتا ہے,dipole-dipole پرکشش قوتیں|ہائیڈروجن بانڈنگ|فوری اور حوصلہ افزائی شدہ ڈوپولس|بہت کم درجہ حرارت,high_school_chemistry,2
اینٹروپی میں سب سے زیادہ کمی متوقع ردعمل کا انتخاب کریں۔,C(s) + CO2(g) → 2 CO(g)|2 Na(s) + O2(g) → Na2O2(s)|CH4(g) + 2 O2(g) → CO2(g) + 2 H2O(g)|2 NI3(s) → 3 I2(s) + N2(g),high_school_chemistry,1
2.0 L کا فلاسک 0.40 گرام ہیلیم گیس رکھتا ہے۔ اگر ہیلیئم کو ایک بڑے کنٹینر میں نکالا جاتا ہے جبکہ درجہ حرارت مسلسل برقرار رہتا ہے، تو ہیلیم کی اینٹروپی پر کیا اثر پڑے گا؟,یہ مستقل رہے گا کیونکہ ہیلیم مالیکیولز کی تعداد تبدیل نہیں ہوتی ہے۔|یہ کم ہو جائے گا کیونکہ گیس کو بڑے فلاسک میں زیادہ آرڈر دیا جائے گا۔|یہ کم ہو جائے گا کیونکہ مالیکیول بڑے فلاسک کے اطراف سے ٹکرا جائیں گے جتنا وہ چھوٹے فلاسک میں کرتے تھے۔|یہ بڑھے گا کیونکہ گیس کے مالیکیول بڑے فلاسک میں زیادہ منتشر ہوں گے۔,high_school_chemistry,3
کیمیائی رد عمل کو یا تو متفاوت یا ہم جنس کے طور پر درجہ بندی کیا جاسکتا ہے۔ ذیل میں درج ذیل میں سے کون سی مساوات ایک متفاوت ردعمل کے طور پر بہترین درجہ بندی کی گئی ہے؟,2C2H2(g) + 5O2(g) → 4CO2(g) + 2H2O(g)|C2H5OH(aq) + O2(aq) → HC2H3O2(aq) + H2O(aq)|C(s) + H2O(g) → H2(g) + CO(g)|C2H2(g) + 5N2O(g) → CO2(g) + H2O(g) + 5N2(g),high_school_chemistry,2
ایک مونوپروٹک کمزور تیزاب کا داڑھ ماس کیا ہے جس کو 0.682 گرام تیزاب کو بے اثر کرنے کے لیے 0.122 M KOH کے 26.3 ملی لیٹر کی ضرورت ہوتی ہے؟,212 گرام mol-1|4.70 گرام mol-1|147 گرام mol-1|682 گرام mol-1,high_school_chemistry,0
جب کوئی تیزاب چونا پتھر کے ساتھ رد عمل ظاہر کرتا ہے تو کاربن ڈائی آکسائیڈ گیس کی تشکیل (پانی کے اوپر جمع) کے مولز کا تعین کرنے کے لیے ایک تجربہ کیا گیا۔ ایسا کرنے کے لیے، خشک چونا پتھر کا ایک ٹکڑا وزن کیا گیا تھا. پھر کاربن ڈائی آکسائیڈ کو جمع کیا گیا یہاں تک کہ چونا پتھر غائب ہو گیا۔ ماحول کا دباؤ 0.965 atm پر ناپا گیا۔ درجہ حرارت 295 K تھا۔ CO2 کا حجم قریب ترین mL تک ناپا گیا اور پانی کے بخارات کے دباؤ کے لیے درست کیا گیا۔ طالب علم نے مسلسل کم نتائج حاصل کیے جس کی توقع تھی۔ کیا آپ تجویز کر سکتے ہیں کیوں؟,چونا پتھر کبھی بھی خالص CaCO3 نہیں ہوتا ہے۔|چونا پتھر Ca(HCO3)2 ہے۔|کاربن ڈائی آکسائیڈ پانی میں گھلنشیل ہے۔|شاید اتنا تیزاب نہیں تھا کہ تمام چونے کے پتھر کو تحلیل کر سکے۔,high_school_chemistry,2
نائٹرس ایسڈ، HNO2، کی pKa قدر 3.3 ہے۔ اگر نائٹرس ایسڈ کے محلول میں پی ایچ 4.2 پایا جاتا ہے، تو محلول میں پائے جانے والے کنجوگیٹ ایسڈ/بیس پیئر کے ارتکاز کے بارے میں کیا کہا جا سکتا ہے؟,[HNO2] > [NO2-]|[NO2-] > [HNO2]|[H2NO2+] > [HNO2]|[HNO2] > [H2NO2+],high_school_chemistry,1
مندرجہ ذیل میں سے کون بہتر وضاحت کرتا ہے کہ فوٹو الیکٹران سپیکٹروسکوپی کے دوران ایٹموں کی آئنائزیشن کیوں ہو سکتی ہے، حالانکہ آئنائزیشن تھرموڈینامک طور پر پسندیدہ عمل نہیں ہے؟,یہ توانائی کے اخراج کی وجہ سے ایک خارجی عمل ہے کیونکہ ایک الیکٹران کولمبک کشش سے آزاد ہوتا ہے جو اسے نیوکلئس تک رکھتا ہے۔|نظام کی اینٹروپی اس کے ایٹم سے الیکٹران کے الگ ہونے کی وجہ سے بڑھ جاتی ہے۔|روشنی میں موجود توانائی کو الیکٹران اور نیوکلئس کے درمیان کولمبک کشش پر قابو پانے کے لیے استعمال کیا جا سکتا ہے۔|آئنائزیشن کی مصنوعات ری ایکٹنٹس سے کم توانائی کی حالت میں ہیں۔,high_school_chemistry,2
کیمسٹری کی ایک طالبہ کی طرف سے کیمیائی رد عمل کی تحقیقات کے دوران، وہ اس بات کا تعین کرنے میں کامیاب رہی کہ رد عمل 1 atm اور 298 K پر غیر بے ساختہ تھا۔ تاہم، اس نے سیکھا کہ نظام کو خشک برف (-78 ° C) سے ٹھنڈا کرنے سے بے ساختہ بننا. مندرجہ ذیل میں سے کون سا مرکب اس ردعمل پر لاگو ہونا چاہیے؟,ΔH < 0، ΔS < 0، اور ΔG = 0|ΔH > 0، ΔS < 0، اور ΔG > 0|ΔH < 0، ΔS < 0، اور ΔG > 0|ΔH > 0، ΔS > 0، اور ΔG > 0,high_school_chemistry,2
مندرجہ ذیل میں سے کون سا متوازن کیمیائی عمل ہے؟,Na2SO4 + Ba(NO3)2 → BaSO4 + NaSO4|AgNO3 + K2CrO4 → Ag2CrO4 + 2 KNO3|5 FeCl2 + 8 HCl + KMnO4 → 5 FeCl3 + MnCl2 + 4 H2O + KCl|Al(NO3)3 + 3 KOH → Al(OH)3 + KNO3,high_school_chemistry,2
درج ذیل فہرست میں Brønsted-Lowry conjugate acid-base جوڑے کی شناخت کریں۔,H3O+ اور OH-|H3PO4 اور H2PO4-|HClO4 اور CLO3-|SO32- اور HSO2-,high_school_chemistry,1
کلورین کے غیر جانبدار ایٹموں پر اعلی توانائی والے فوٹون کی بمباری ہوتی ہے، جس کی وجہ سے مختلف بھرے ہوئے ذیلی شیلوں سے الیکٹرانوں کا اخراج ہوتا ہے۔ الیکٹران اصل میں کس ذیلی شیل سے نکالے جانے کے بعد سب سے زیادہ رفتار رکھتے ہیں؟,1s|2ص|3ص|3d,high_school_chemistry,2
سلفرس ایسڈ ایک کمزور تیزاب ہے، جبکہ سلفرک ایسڈ زیادہ مضبوط تیزاب ہے۔,سلفرک ایسڈ میں سلفر سلفرس ایسڈ میں سلفر سے زیادہ برقی ہے۔|سلفورک ایسڈ کے فارمولے میں زیادہ آکسیجن ایٹم ہوتے ہیں۔|گندھک کے تیزاب میں O–H بانڈز گندھک کے تیزاب سے زیادہ کمزور ہوتے ہیں۔|سلفرس ایسڈ کے ہائیڈروجن ایٹم براہ راست سلفر کے ایٹم سے جڑے ہوتے ہیں۔,high_school_chemistry,2
مندرجہ ذیل میں سے کون سا تابکار عنصر ہے؟,N / A|کروڑ|ایم|ال,high_school_chemistry,2
مندرجہ ذیل میں سے کون سے دو یا زیادہ گونج کے ڈھانچے کی توقع ہے؟,CCl2F2|SO3|پی ایف 5|H2O,high_school_chemistry,1
حل کی تشکیل کو اکثر تین قدمی عمل کے طور پر تصور کیا جا سکتا ہے۔ مرحلہ 1. محلول کے لیے جگہ بنانے کے لیے سالوینٹ مالیکیول ایک دوسرے سے الگ ہو جاتے ہیں۔ مرحلہ 2۔ محلول کے مالیکیولز کو الگ کیا جاتا ہے تاکہ وہ سالوینٹ میں خالی جگہوں پر فٹ ہو جائیں۔ مرحلہ 3۔ الگ الگ محلول اور سالوینٹ کو خالی جگہوں کو بھرتے ہوئے ایک ساتھ لایا جاتا ہے۔ ذیل میں دیئے گئے تمام بنیادی اصول حل کی تشکیل کو سمجھنے میں اہم ہیں سوائے کس کے؟,توازن سے شروع کرتے ہوئے، ٹھوس یا توازن کے مراحل میں ذرات کو الگ کرنے کے لیے پرکشش قوتوں کے متناسب اضافی توانائی کی ضرورت ہوتی ہے۔|ذرات کو ایک ساتھ لانا ان کی پرکشش قوتوں کے تناسب سے توانائی جاری کرتا ہے۔|1 سے 3 مراحل میں توانائیوں کی کُل اس بات کی نشاندہی کرتی ہے کہ آیا کوئی حل نکلے گا۔|محلول بنانے کے لیے ملتے جلتے مالیکیولر ماس والے مالیکیولز کی ضرورت ہوتی ہے۔,high_school_chemistry,3
زیادہ تر منتقلی دھاتیں +2 کی مشترکہ آکسیکرن حالت کا اشتراک کرتی ہیں۔ مندرجہ ذیل میں سے کون بہتر وضاحت کرتا ہے کیوں؟,تمام منتقلی دھاتوں میں کم از کم دو غیر جوڑ الیکٹران ہوتے ہیں۔|منتقلی دھاتوں میں غیر مستحکم کنفیگریشن ہوتے ہیں اور بہت رد عمل ہوتے ہیں۔|منتقلی دھاتیں دوسرے عناصر کے ساتھ رد عمل ظاہر کرتے وقت الیکٹران حاصل کرتی ہیں۔|بانڈز بناتے وقت منتقلی دھاتیں اپنے سب سے باہر کے ایس بلاک الیکٹران کھو دیں گی۔,high_school_chemistry,3
2.35 گرام کا نمونہ پانی میں تحلیل کیا گیا تھا، اور سلور نائٹریٹ (Ag++ Cl- → AgCl) شامل کرکے کلورائیڈ آئنوں کو تیز کیا گیا تھا۔ اگر 0.435 جی پرسیپیٹیٹ حاصل کیا گیا تو نمونے میں کلورین کا فیصد کیا ہے؟,10.80%|4.60%|43.50%|18%,high_school_chemistry,1
نائٹرس ایسڈ ایک کمزور تیزاب ہے، جبکہ نائٹرک ایسڈ زیادہ مضبوط تیزاب ہے۔,نائٹرک ایسڈ میں نائٹروجن نائٹرس ایسڈ میں نائٹروجن سے زیادہ برقی ہے|نائٹرک ایسڈ کے فارمولے میں زیادہ آکسیجن ایٹم ہوتے ہیں۔|نائٹرک ایسڈ میں –O–H بانڈز نائٹرس ایسڈ کی نسبت بہت کمزور ہوتے ہیں کیونکہ الیکٹران نائٹرک ایسڈ پر زیادہ آکسیجن ایٹموں کو واپس لے لیتا ہے۔|نائٹرک ایسڈ میں ہائیڈروجن ایٹم ہوتے ہیں جو براہ راست نائٹروجن ایٹم سے جڑے ہوتے ہیں۔,high_school_chemistry,2
1.0 M فینول، C6H5OH، حل میں H+(aq) کی حراستی کا تعین کریں۔ (فینول کا Ka 1 × 10^-10 ہے۔),1 × 10^-10 ایم|1 × 10^-9 ایم|1 × 10^-3 ایم|1 × 10^-5 ایم,high_school_chemistry,3
ہائیڈروجن گیس اور آیوڈین بخارات میں HI کی تقسیم کے لیے توازن مستقل، Kc ایک مخصوص درجہ حرارت پر 21 ہے۔ اگر 15 گرام HI گیس کو 12.0-L فلاسک میں داخل کیا جائے اور اسے توازن میں آنے دیا جائے تو آیوڈین بخارات کی داڑھ کی مقدار کیا ہوگی؟,4.58 mol/L|0.00687 مول L-1|4.4 × 10^-3 ایم|9.76 × 10^-3 ایم,high_school_chemistry,2
ایک کمزور، مونوپروٹک ایسڈ کا 0.25 مول آست پانی کے 0.25 L میں تحلیل کیا جاتا ہے۔ اس کے بعد پی ایچ کو 4.26 کے طور پر ماپا گیا۔ اس کمزور تیزاب کا pKa کیا ہے؟,4.26|8.52|7.52|3.66,high_school_chemistry,1
فلورین کا عام ابلتا نقطہ 85 K ہے، اور کلورین 239 K پر ابلتی ہے۔ Cl2 مالیکیول F2 سے بہت بڑا ہے (کلورین کے لیے جوہری رداس 99 بجے ہے اور فلورین کے لیے 64 بجے ہے)۔ ابلتے پوائنٹس میں بڑے فرق کی بہترین وجہ کون سی ہے؟,کلورین میں فلورین سے زیادہ ڈوپول لمحہ ہوتا ہے۔|Cl2 میں انٹرمولیکولر بانڈز F2 کے مقابلے بہت کمزور ہیں۔|Cl2 الیکٹران بادل F2 الیکٹران بادلوں کے مقابلے میں بہت زیادہ قطبی ہوتے ہیں، جس کے نتیجے میں لندن کی قوتیں زیادہ مضبوط ہوتی ہیں۔|کلورین کا ماس فلورین کے ماس سے بہت زیادہ ہے۔,high_school_chemistry,2
ایک ایٹم کی کمیت کا 1/1000 سے بھی کم حصہ ڈالا جاتا ہے۔,الیکٹران|الیکٹران اور نیوٹران|الیکٹران اور پروٹون|پروٹون اور نیوٹران,high_school_chemistry,0
26.0 °C اور 722 torr پر 2.05 g/L کثافت والی گیس کا مالیکیولر ماس کیا ہے؟,53.0 گرام/مول|46.7 گرام/مول|4.67 گرام/مول|2876 گرام/مول,high_school_chemistry,0
درج ذیل مالیکیولز کے لیے لیوس ڈھانچے پر غور کریں: CO2، CO32-، NO2-، اور NO3-۔ ایک سے زیادہ گونج کے ڈھانچے کے ذریعہ کون سے انووں کی بہترین نمائندگی کی جاتی ہے؟,CO2 اور CO32-|NO2- اور NO3-|CO32- اور NO3-|CO32-، NO2- اور NO3-,high_school_chemistry,3
ہیلیم کسی نامعلوم گیس سے 5.33 گنا زیادہ تیزی سے پن ہول کے ذریعے خارج ہوتا ہے۔ اس گیس کا زیادہ امکان ہے۔,CO2|CH4|C5H12|C8H18,high_school_chemistry,3
جب کوئی ٹھوس پگھل جاتا ہے تو، اینٹروپی تبدیلی اور اینتھالپی تبدیلیاں متوقع ہیں۔,مثبت اینتھالپی تبدیلی اور مثبت اینٹروپی تبدیلی|منفی اینٹروپی تبدیلی اور منفی اینتھالپی تبدیلی|منفی اینٹروپی تبدیلی اور مثبت اینتھالپی تبدیلی|منفی اینتھالپی تبدیلی اور مثبت اینٹروپی تبدیلی,high_school_chemistry,0
اگر 1.0 جی روبیڈیم اور 1.0 جی برومین کا رد عمل ہوتا ہے، تو ری ایکشن برتن میں قابل پیمائش مقدار (0.10 ملی گرام سے زیادہ) میں کیا رہ جائے گا؟,صرف RbBr|صرف RbBr اور Rb|صرف RbBr اور Br2|RbBr، Rb، اور Br2,high_school_chemistry,2
میگنیشیم کا جوہری رداس 160 pm ہے اور پہلی آئنائزیشن توانائی 737 kJ ہے۔ متواتر رجحانات اور اوپر دیے گئے ڈیٹا کی بنیاد پر، سوڈیم کے آئنائزیشن انرجی اور ایٹمک رداس کے لیے سب سے زیادہ ممکنہ قدریں کیا ہیں؟,186 pm، 496 kJ/mol|186 pm، 898 kJ/mol|135 pm، 523 kJ/mol|147 pm، 523 kJ/mol,high_school_chemistry,0
کاربن مختلف شکلوں میں موجود ہے جسے ایلوٹروپس کہتے ہیں۔ مندرجہ ذیل میں سے کون سا کاربن کا ایلوٹروپ نہیں ہے؟,ہیرا|کاجل|buckminsterfullerene|گریفائٹ,high_school_chemistry,1
متواتر رشتوں کی بنیاد پر، بانڈ کی طاقت سے متعلق تصورات، اور تیزابی طاقت سے بانڈ کی طاقت سے متعلق تصور، مندرجہ ذیل میں سے کون صحیح طور پر بائنری ایسڈ کی مضبوط سے کمزور ترین تک کی پیش گوئی کرتا ہے؟,H2Se > H2O > H2S|H2S > H2Se > H2O|H2O < H2S < H2Se|H2Se > H2S > H2O,high_school_chemistry,3
مندرجہ ذیل میں سے کس کو میٹلائیڈ سمجھا جاتا ہے؟,کروڑ|Mn|سی|ایس,high_school_chemistry,2
S(s) + O2(g) → SO2(g),S کا ایک ایٹم O2 کے ایک مالیکیول کے ساتھ رد عمل ظاہر کرتا ہے تاکہ SO2 کا ایک مالیکیول پیدا ہو|سلفر ایٹموں کا ایک مول آکسیجن کے مالیکیولز کے ایک مول کے ساتھ رد عمل ظاہر کرتا ہے تاکہ سلفر ڈائی آکسائیڈ کے مالیکیول کا ایک مول پیدا ہو|توازن کی پوزیشن پروڈکٹ کی طرف ہونی چاہیے۔|اینٹروپی اضافہ بڑا ہو جائے گا,high_school_chemistry,3
مندرجہ ذیل میں سے کس کی سب سے زیادہ برقی منفییت کی توقع ہے؟,ایس|Fe|ڈبلیو|Ag,high_school_chemistry,0
50 ملی لیٹر محلول بنانے کے لیے کافی پانی میں 0.0300 مول سوڈیم ایتھانویٹ کو تحلیل کرکے بنائے گئے محلول کا پی ایچ کیا ہے (ایتھانوک ایسڈ کے لیے Ka 1.8 × 10^-5 ہے)؟,7|9.26|4.74|11.02,high_school_chemistry,1
ایک مخصوص فرسٹ آرڈر رد عمل کے لیے مخصوص شرح مستقل، k، 86 h^-1 ہے۔ 58 سیکنڈ کے بعد ابتدائی مواد کے 0.0500 جی نمونے کا کتنا ماس باقی رہے گا؟,0.0500 گرام|0.0250 گرام|0.0125 گرام|0.00625 گرام,high_school_chemistry,2
پانی کی بخارات کی داڑھ حرارت +43.9 kJ ہے۔ پانی کے بخارات کے لیے اینٹروپی تبدیلی کیا ہے؟,8.49 J mol-1 K-1|4.184 J mol-1 K-1|2.78 J mol-1 K-1|118 J mol-1 K-1,high_school_chemistry,3
ہائیڈروجن گیس پیدا کرنے کے لیے ایک دھات کا HCl کے ساتھ رد عمل کیا جاتا ہے۔ اگر 0.0623 گرام دھات ایس ٹی پی پر 28.3 ملی لیٹر ہائیڈروجن پیدا کرتی ہے، تو اس دھات کا ماس جو ہائیڈروکلورک ایسڈ کے ایک تل کے ساتھ رد عمل ظاہر کرتا ہے,98.6 جی|493 گرام|24.7 جی|49.3 جی,high_school_chemistry,2
کیمیائی رد عمل کی شرح کا تعین کیا جاتا ہے۔,توازن مستقل|طریقہ کار کا شرح کا تعین کرنے والا یا سست قدم|ردعمل برتن دباؤ|انٹرمیڈیٹس پہلے مرحلے میں بنتے ہیں۔,high_school_chemistry,1
پہلے آرڈر کے ردعمل کی نصف زندگی 34 منٹ ہوتی ہے۔ اس رد عمل کی شرح مستقل کیا ہے؟,3.4 × 10^-4 s-1|2.04 × 10^-2 s-1|2.9 × 10^-1 منٹ-1|34 منٹ,high_school_chemistry,0
ایک مخصوص رد عمل معیاری حالات میں بے ساختہ ہوتا ہے، لیکن زیادہ درجہ حرارت پر بے ساختہ ہو جاتا ہے۔ معیاری حالات کے تحت کیا نتیجہ اخذ کیا جا سکتا ہے؟,ΔH < 0، ΔS < 0 اور ΔG = 0|ΔH > 0، ΔS < 0 اور ΔG > 0|ΔH < 0، ΔS < 0 اور ΔG > 0|ΔH > 0، ΔS > 0 اور ΔG > 0,high_school_chemistry,3
پانی پر گیس جمع کرتے وقت، یہ ضروری ہے,درجہ حرارت 0 ° C پر سیٹ کریں۔|اس بات کو یقینی بنائیں کہ گیس نہیں جلتی ہے۔|بیرومیٹر کے 760 پڑھنے تک انتظار کریں۔|پانی کے بخارات کے دباؤ کے لیے درست,high_school_chemistry,3
ٹھوس MgCl2 کا نمونہ درج ذیل میں سے کس حل میں سب سے زیادہ حل ہو گا؟,LiOH(aq)|CBr4(aq)|Mg(NO3)2(aq)|AlCl3(aq),high_school_chemistry,0
SO2Cl2 → SO2(g) + Cl2(g) 600 K پر، SO2Cl2 سلفر ڈائی آکسائیڈ اور کلورین گیس بنانے کے لیے مندرجہ بالا مساوات کے ذریعے گل جائے گا۔ اگر رد عمل مجموعی طور پر پہلی ترتیب پایا جاتا ہے، تو درج ذیل میں سے کون سا SO2Cl2 کی نصف زندگی میں اضافے کا سبب بنے گا؟,SO2Cl2 کی ابتدائی حراستی میں اضافہ|درجہ حرارت میں اضافہ جس پر ردعمل ہوتا ہے۔|کنٹینر میں مجموعی دباؤ کو کم کرنا|ان میں سے کوئی بھی نصف زندگی میں اضافہ نہیں کرے گا۔,high_school_chemistry,3
پروپین کے 6.2 جی میں پروپین کے کتنے مولز (C3H8) ہیں؟,14.1 مول|1.4 × 10^-1 مول|71 مول|7.1 مول,high_school_chemistry,1
آپ بفر بذریعہ تیار نہیں کر سکتے,ایک مضبوط تیزاب کے ساتھ کمزور بنیاد کے محلول کو ملانا|کمزور تیزاب کے محلول کو مضبوط بنیاد کے ساتھ ملانا|مضبوط بنیاد کے محلول کو مضبوط تیزاب کے ساتھ ملانا|کمزور تیزاب کے محلول کو اس کے کنجوگیٹ بیس کے ساتھ ملانا,high_school_chemistry,2
تانبے کو جلانے کا سب سے آسان طریقہ کون سا ہوگا؟,تانبے کی پنی کو کروسیبل ٹونگس سے پکڑیں، اور بنسن برنر کے شعلے میں زور سے گرم کریں۔|طریقہ (A) میں استعمال کریں، لیکن زیادہ درجہ حرارت تک پہنچنے کے لیے آکسیسیٹیلین ٹارچ استعمال کریں۔|تانبے کی پنی کو بہت چھوٹے، دھول کے سائز کے ذرات میں پیس لیں، اور ان ذرات کو بنسن برنر کے شعلے میں چھڑکیں۔|تانبے کی پنی کو تیزاب میں تحلیل کریں، ہائیڈرو آکسائیڈ کو تیز کریں، اور آکسائیڈ بنانے کے لیے بنسن برنر کے شعلے میں گرم کریں۔,high_school_chemistry,2
پانی میں تحلیل ہونے پر مندرجہ ذیل میں سے کون سا ایک مضبوط الیکٹرولائٹ ہے؟,CH3COOH|HC2H3O2|PCl5|ایچ بی آر,high_school_chemistry,3
پانی میں درج ذیل مرکبات میں سے ہر ایک میں سے ایک تل کو تحلیل کرنے سے مختلف pH قدروں کے ساتھ حل نکلتا ہے۔ ان حالات میں، درج ذیل میں سے کون سا تیزاب سب سے زیادہ فیصد آئنائزیشن کا حامل ہوگا؟,HNO2|HClO4|H2S|H3PO4,high_school_chemistry,1
رد عمل کی شرح کے تصادم کا نظریہ شامل نہیں ہے۔,فی سیکنڈ تصادم کی تعداد|منتقلی کی حالت|ہر تصادم کی توانائی|ہر تصادم کی سمت بندی,high_school_chemistry,1
جب ڈائیکرومیٹ آئن کا رد عمل ہوتا ہے، تو اس کی سب سے عام مصنوعات میں سے ایک Cr3+ ہے۔ ڈیکرومیٹ آئن میں کرومیم کی آکسیکرن حالت (آکسیڈیشن نمبر) کیا ہے؟ کیا کمی یا آکسیڈیشن اس وقت ہوتی ہے جب ڈیکرومیٹ Cr3+ بناتا ہے؟,3+، کمی|12+، کمی|6+، کمی|6+، آکسیکرن,high_school_chemistry,2
رد عمل A → 2B کے مطالعہ کے دوران، ایک کیمسٹ کئی گراف بناتا ہے۔ وقت بمقابلہ [A] کا گراف اور ln [A] کا گراف بمقابلہ وقت دونوں ایک خمیدہ لکیر دیتے ہیں۔ تاہم، 1/[A] کا گراف بمقابلہ وقت اور ایک سیدھی لکیر دیتا ہے۔ اس کا مطلب یہ ہے کہ شرح قانون ہے۔,شرح = k[A]|شرح = k[A]^2|شرح = k[A]^0|شرح = k[A]^-1,high_school_chemistry,1
چلیں x = 1۔ Python 3 میں x << 3 کیا ہے؟,1|3|8|16,high_school_computer_science,2
Python 3 میں، مندرجہ ذیل میں سے کون سا فنکشن سٹرنگ کو python میں int میں تبدیل کرتا ہے؟,"int(x [,base])|لمبا (x [،بیس])|فلوٹ(x)|str(x)",high_school_computer_science,0
ایک صارف براؤزر میں ویب ایڈریس داخل کرتا ہے، اور فائل کی درخواست ویب سرور کو بھیجی جاتی ہے۔ مندرجہ ذیل میں سے کون بہتر بیان کرتا ہے کہ صارف کو فائل کیسے بھیجی جاتی ہے؟,فائل کو ٹرانسمیشن کے لیے پیکٹوں میں توڑ دیا گیا ہے۔ رسید کے بعد پیکٹوں کو دوبارہ جوڑنا ضروری ہے۔|فائل کو ٹرانسمیشن کے لیے پیکٹوں میں توڑ دیا گیا ہے۔ صارف کے براؤزر کو ہر پیکٹ کی ترتیب سے درخواست کرنی ہوگی جب تک کہ تمام پیکٹ موصول نہ ہوجائیں۔|سرور براہ راست صارف کے کمپیوٹر سے جڑنے کی کوشش کرتا ہے۔ اگر کنکشن کامیاب ہو جاتا ہے تو پوری فائل بھیج دی جاتی ہے۔ اگر کنکشن ناکام ہو جاتا ہے تو، صارف کو ایک غلطی کا پیغام بھیجا جاتا ہے۔|سرور بار بار صارف کے کمپیوٹر سے براہ راست رابطہ قائم کرنے کی کوشش کرتا ہے جب تک کہ کنکشن نہیں بن جاتا۔ کنکشن بننے کے بعد، پوری فائل بھیج دی جاتی ہے۔,high_school_computer_science,0
ڈیجیٹل امیجز کو اکثر امیج میں ہر انفرادی پکسل کی سرخ، سبز اور نیلی قدروں (آر جی بی ٹرپلٹ) سے ظاہر کیا جاتا ہے۔ ایک فوٹوگرافر ڈیجیٹل امیج کو جوڑ رہا ہے اور اصل تصویر کو اوور رائٹ کر رہا ہے۔ مندرجہ ذیل میں سے کون سا ڈیجیٹل امیج کی بے نقصان تبدیلی کو بیان کرتا ہے؟,تصویر کو اس طرح کمپریس کرنا جس سے معلومات ضائع ہو سکتی ہیں لیکن تصویر کے معیار کا صرف ایک چھوٹا سا نقصان ہو گا۔|ہر پکسل میں سرخ، سبز اور نیلے رنگ کی مقدار کا اوسط لگا کر اور اس نئی قدر کو نئی تصویر میں متعلقہ پکسل کو تفویض کر کے کسی تصویر کا گرے سکیل بنانا۔ ہر پکسل کی نئی قدر سفید سے سیاہ تک سرمئی رنگ کے شیڈ کی نمائندگی کرتی ہے۔|ہر پکسل کے لیے ایک نیا RGB ٹرپلٹ بنا کر تصویر کا منفی بنانا جس میں اصل قدر کو 255 سے گھٹا کر ہر قدر کا حساب لگایا جاتا ہے۔ کسی تصویر کا منفی اصل سے الٹ جاتا ہے۔ ہلکے علاقے سیاہ دکھائی دیتے ہیں، اور رنگ الٹ جاتے ہیں۔|تصویر کے ایک حصے میں پکسلز لے کر تصویر کے کچھ حصے میں ترمیم کرنا اور تصویر کے دوسرے حصے میں پکسلز میں کاپی کرنا۔,high_school_computer_science,2
ایک پروگرامر ایک پروگرام لکھ رہا ہے جس کا مقصد ڈیٹا کی بڑی مقدار پر کارروائی کرنے کے قابل ہونا ہے۔ مندرجہ ذیل میں سے کون سے تحفظات پروگرام کے بڑے ڈیٹا سیٹس پر کارروائی کرنے کی صلاحیت کو متاثر کرنے کا سب سے کم امکان ہے؟,پروگرام کو چلنے میں کتنا وقت لگتا ہے۔|پروگرام میں کتنے پروگرامنگ بیانات ہیں۔|پروگرام کو چلانے کے دوران کتنی میموری کی ضرورت ہوتی ہے۔|پروگرام کے چلتے وقت اسے کتنی اسٹوریج کی جگہ درکار ہوتی ہے۔,high_school_computer_science,1
"فرض کریں حروف 0,1, . . . 8,9,A,B,C,D,E,F ایک ہیکساڈیسیمل (بیس-16) نمبر کی نمائندگی کے لیے استعمال ہوتے ہیں۔ یہاں A = 10، B = 11، . . . ,F = 15. سب سے بڑا بیس-10 انٹیجر کیا ہے جسے دو ہندسوں والے ہیکساڈیسیمل نمبر کے ساتھ دکھایا جا سکتا ہے، جیسے کہ 14 یا 3A؟",32|225|255|256,high_school_computer_science,2
