question,choices,subject,answer
آپ کو اپنے مریضوں میں سے ایک کے نچلے دائیں لیٹرل انسیسر دانت کے لیبیل الیوولر میوکوسا پر ایک گھاو نظر آتا ہے اور آپ کو اورل پیتھالوجی رپورٹ بھیجنے کے لیے بایپسی لینے کا فیصلہ کیا جاتا ہے کہ درد سے پاک بایپسی کرنے کے لیے کس اعصاب کو مقامی اینستھیزیا کی ضرورت ہوگی؟,incisive اعصاب|دماغی اعصاب|بکل اعصاب|لسانی اعصاب,anatomy,1
TMJ کی پوزیشن کے بارے میں معلومات فراہم کرنے والے proprioceptive ریسیپٹرز کی بڑی تعداد میں واقع ہے۔,ٹی ایم جے کے کیپسول اور لیگامینٹس اور میڈل پیٹریگائڈ پٹھوں۔|ٹی ایم جے کے کیپسول اور لیگامینٹس اور لیٹرل پیٹریگائڈ پٹھوں۔|ٹی ایم جے کی آرٹیکولر ڈسک اور درمیانی پٹی گائیڈ پٹھوں۔|ٹی ایم جے کی آرٹیکولر ڈسک اور لیٹرل پیٹریگائڈ پٹھوں۔,anatomy,1
مندرجہ ذیل میں سے کون سا ایسا مادہ ہے جو پٹھوں میں اعصابی تحریکوں کی ترسیل میں مدد کرتا ہے؟,Acetylcholine|Cholecystokinin|ڈی آکسیربوز|آکسیٹوسن,anatomy,0
ریڑھ کی ہڈی میں، موٹر نیوران سیل باڈیز واقع ہوتی ہیں۔,لامینا آئی۔|لامینا II|لامینا وی|لامینا IX,anatomy,3
جب آپ کسی ایسے مریض کا معائنہ کرتے ہیں جس کو منڈیبل کے جسم کے غیر موافق فریکچر کا سامنا کرنا پڑا ہو، تو آپ توقع کریں گے کہ,پچھلا ٹکڑا ڈائجسٹرک پٹھوں کے عمل سے نیچے کی طرف بے گھر ہونا۔|پیچھے کا ٹکڑا لیٹرل پٹیریگائڈ پٹھوں کی کارروائی سے پچھلے حصے سے بے گھر ہونا ہے۔|ٹمپورلیس پٹھوں کے عمل سے پچھلے حصے کو پیچھے کی طرف بے گھر کیا جانا ہے۔|پچھلا ٹکڑا درمیانی طور پر درمیانی پٹی گائیڈ پٹھوں کے عمل سے بے گھر ہونا ہے۔,anatomy,0
ایک مریض کا معائنہ اس بات کی نشاندہی کرتا ہے کہ ان کے پاس درمیانی طور پر ڈائریکٹڈ سٹرابزم (squint) ہے۔ یہ نقصان کی وجہ سے ہو سکتا ہے,oculomotor اعصاب.|trochlear اعصاب.|نےتر trigeminal اعصاب.|abducens اعصاب.,anatomy,3
ایک مریض جب پلیٹ شیشے کی کھڑکی سے گرتا ہے تو وہ اپنی کلائی میں ایک پردیی موٹر اعصاب کاٹتا ہے۔ اگر اعصاب دوبارہ پیدا نہیں ہوتا ہے، تو تقریباً 6 ماہ کے بعد جو پٹھے یہ عام طور پر پیدا ہوتے ہیں وہ ذیل میں چار اختیارات میں سے کس کی علامات ظاہر کریں گے؟,spastic فالج|فلاکیڈ فالج|atrophy|معاہدہ,anatomy,2
ایک مریض موٹر نیوران کو دائیں ٹانگ تک پہنچانے والے بائیں اندرونی کیپسول کے علاقے میں CVA کا شکار ہے۔ مریض کی ٹانگ کی نمائش ہوگی۔,spastic فالج.|فلاکیڈ فالج.|تھرتھراہٹ|hyporeflexia.,anatomy,0
ایک انتہائی نازک دانت کا تاج اچانک اس وقت ٹوٹ جاتا ہے جب مریض کھانے کی دکان پر کھڑا کھانا کھا رہا ہوتا ہے اور ایک ٹکڑا سانس میں لیا جاتا ہے۔ میں داخل ہونے کا زیادہ امکان ہے۔,دایاں پھیپھڑا کیونکہ دائیں مین برونکس بائیں سے چوڑا اور زیادہ عمودی ہے۔|بایاں پھیپھڑا کیونکہ بائیں مین برونچس دائیں سے زیادہ چوڑا اور عمودی ہے۔|دائیں پھیپھڑوں یا بائیں پھیپھڑوں کی وجہ سے دو اہم برونچی برابر سائز کے ہیں اور ایک ہی زاویہ پر ہیں۔|دائیں یا بائیں پھیپھڑوں کی وجہ سے ٹکڑے کے ایک خاص سمت میں جانے کی پیش گوئی کرنے والے کوئی عوامل نہیں ہیں۔,anatomy,0
کیلشیم، پوٹاشیم اور سوڈیم کو درج ذیل میں سے کس کے طور پر درجہ بندی کیا گیا ہے؟,اینڈروجن|Catecholamines|الیکٹرولائٹس|ایسٹروجنز,anatomy,2
Noradrenaline نیچے کی دو ساختوں میں سے کس کے درمیان نیورو ٹرانسمیٹر ہے؟,پیراسیمپیتھیٹک پری اور پوسٹ گینگلیونک نیوران|ہمدرد پری اور پوسٹ گینگلیونک نیوران|پیراسیمپیتھیٹک پوسٹ گینگلیونک نیوران اور ہدف کے اعضاء|ہمدرد پوسٹ گینگلیونک نیوران اور ہدف کے اعضاء,anatomy,3
مندرجہ ذیل میں سے کون سے بلغم پیدا کرنے والے غدود اندام نہانی کے سوراخ کے ہر طرف واقع ہیں؟,ایڈرینل|بارتھولن|Bulbourethral|Corpus luteum,anatomy,1
جب ایئر وے میں ہنگامی طور پر کھولنے کی ضرورت ہو تو، کرائیکوتھائرائڈ جھلی کو فوری طور پر چھیدنا چاہئے,تائرواڈ کارٹلیج سے بہتر۔|تائرواڈ کارٹلیج سے کمتر۔|کریکوڈ کارٹلیج سے کمتر۔|تائرواڈ استھمس سے بہتر۔,anatomy,1
دماغی اسپائنل سیال دماغ کے گرد گردش کرتا ہے۔,کھوپڑی اور ڈورا میٹر۔|ڈورا میٹر اور آرچنائڈ میٹر۔|arachnoid اور pia میٹرس۔|پیا میٹر اور دماغ کی سطح۔,anatomy,2
مندرجہ ذیل میں سے کون نگلنے کے دوران نچلے ہوا کے راستے کو بند اور سیل کرتا ہے؟,الیوولی|ایپیگلوٹس|larynx|Uvula,anatomy,1
'بلو آؤٹ' فریکچر میں کون سی مداری دیوار کے گرنے کا سب سے زیادہ امکان ہے؟,چھت|فرش|پس منظر کی دیوار|درمیانی دیوار,anatomy,1
maxillary sinus کی دیواریں سائنوس سے متعلق ہیں۔,مدار کی منزل.|مدار کا فرش اور اوپری پچھلے دانت۔|مدار کا فرش، اوپری پچھلے دانت اور انفراٹیمپورل فوسا۔|مدار کا فرش، اوپری پچھلے دانت، انفراٹیمپورل فوسا اور سخت تالو۔,anatomy,2
میکسلا کے بعد از پیدائش کی نشوونما کے بارے میں درج ذیل میں سے کون سا بیان درست ہے؟,ترقی پذیر میکسلری سائنس کے بڑھنے سے نیومیٹائزیشن بلوغت میں ختم ہو جاتی ہے|مستقل داڑھ کے پھٹنے کے لیے جگہ میکیلری ٹیوبروسٹی کے ریزورپشن کے ذریعے بنائی گئی ہے۔|zygomaticomaxillary sutures maxilla کی اونچائی اور لمبائی میں اضافے میں معاون ہیں۔|انٹرمیکسلری سیون تقریباً آٹھ سال بعد پیدائش کے بعد بند ہو جاتا ہے۔,anatomy,2
ساتویں کرینیل اعصاب کی فراہمی,زبان کے پچھلے تیسرے حصے پر ذائقہ کی کلیاں۔|نرم تالو کے پٹھوں.|نچلے ہونٹ کے پٹھوں.|پیروٹائڈ لعاب غدود.,anatomy,2
مندرجہ ذیل میں سے کون سا پیراناسل سائنوس درمیانی میٹس میں کھلتا ہے؟,پچھلے ایتھموائیڈل سائنوس|پچھلے ایتھموائیڈل اور فرنٹل سائنوس|اگلی ایتھموائیڈل، فرنٹل اور میکسلری سائنوس|اگلی ایتھموائیڈل، فرنٹل، میکیلری اور اسفینائیڈل سائنوس,anatomy,2
مندرجہ ذیل میں سے کون سا ساختی، ریشہ دار پروٹین ہے جو ڈرمس میں پایا جاتا ہے؟,کولیجن|ہیپرین|Lipocyte|میلانین,anatomy,0
Palatine شیلف بلندی کے اثر کی وجہ سے ہے,زبان کا نزول|ترقی پذیر دماغ کی لچک میں تبدیلی۔|ہائیڈرو فیلک مالیکیولز پیلیٹائن شیلف میں ٹورگر پریشر کو بڑھا رہے ہیں۔|ان تینوں عملوں کا مجموعہ۔,anatomy,3
دانتوں کی کن سطحوں پر دانتوں کی تختی کا زیادہ تر منہ کی صفائی نہ کرنے والے مریض کے منہ میں جمع ہونے کا امکان ہوتا ہے؟,اوپری داڑھ کی طالوی سطحیں اور نچلے انسیسر کی لسانی سطحیں۔|اوپری داڑھ کی بکل سطحیں اور نچلے انسیسر کی لسانی سطحیں۔|اوپری داڑھ کی طالوی سطحیں اور نچلے انسیسر کی لیبیل سطحیں۔|اوپری داڑھ کی بکل سطحیں اور نچلے incisors کی لیبیل سطحیں۔,anatomy,1
Laryngeal edema عام طور پر vocal fods کے اوپر larynx تک محدود ہوتا ہے کیونکہ,vestibular تہوں میں متعدد چپچپا غدود ہوتے ہیں۔|مخر تہوں کو ڈھانپنے والا بلغم بنیادی ٹشوز سے مضبوطی سے جڑا ہوتا ہے۔|سیال تہوں کے نیچے چھاتی میں تیزی سے بہہ جائے گا۔|مخر تہوں کے اوپر کا میوکوسا مخر تہوں کے نیچے کی نسبت زیادہ عروقی ہوتا ہے۔,anatomy,1
کورونری شریانیں۔,شہ رگ کے محراب سے اٹھتے ہیں اور ڈائیسٹول کے دوران بھرتے ہیں۔|چڑھتے ہوئے شہ رگ سے اٹھتے ہیں اور سسٹول کے دوران بھرتے ہیں۔|شہ رگ کے محراب سے اٹھتے ہیں اور سسٹول کے دوران بھرتے ہیں۔|چڑھتے ہوئے شہ رگ سے اٹھتے ہیں اور ڈائیسٹول کے دوران بھرتے ہیں۔,anatomy,3
مینڈیبل کے دائیں طرف کی سیر کے دوران کون سا عضلات سب سے زیادہ فعال ہوتا ہے؟,بائیں لیٹرل پیٹریگائڈ پٹھوں|دائیں لیٹرل پیٹریگائڈ پٹھوں|بائیں درمیانی پٹیریگائڈ پٹھوں|دائیں درمیانی پٹیریگائڈ پٹھوں,anatomy,0
phrenic اعصاب innervate,ڈایافرام|ڈایافرام اور parietal pleura.|ڈایافرام، parietal pleura اور pericardium.|ڈایافرام، parietal pleura، pericardium اور intercostals کے پٹھوں.,anatomy,2
Parasympathetic preganglionic اعصاب مرکزی اعصابی نظام کے ساتھ چھوڑ دیتے ہیں۔,تیسری کرینیل اعصاب.|چوتھی کرینیل اعصاب.|پانچویں کرینیل اعصاب.|چھٹے کرینیل اعصاب.,anatomy,0
ایک عام صحت مند منہ والے مریض میں، آپ کو الیوولر کے عمل کو ڈھانپنے والے بلغم کی توقع ہوگی جو مینڈیبلر دانتوں کو سہارا دیتی ہے۔,mucogingival جنکشن کے دونوں طرف ہلکا گلابی رنگ۔|mucogingival جنکشن کے نیچے ہلکا گلابی اور اس کے اوپر سرخ۔|mucogingival جنکشن کے نیچے سرخ اور اس کے اوپر ہلکا گلابی۔|mucogingival جنکشن کے دونوں اطراف سرخ۔,anatomy,2
میکروسٹومیا ​​کے فیوژن کی ناکامی کے نتیجے میں,maxillary اور mandibular عمل.|بائیں اور دائیں مینڈیبلر عمل۔|میکیلری اور فرنٹونسل عمل۔|mandibular اور hyoid محراب.,anatomy,0
آپ کو شبہ ہے کہ آپ کے مریض میں ایک بڑھا ہوا ذیلی مینڈیبلر سلیوری گلینڈ ہے۔ آپ کو بڑھے ہوئے غدود کی توقع ہے۔,اندرونی طور پر واضح ہونا ..|غیر معمولی طور پر واضح ہونا۔|اندرونی اور غیر معمولی طور پر واضح ہونا۔|صرف ریڈیوگرافیکل امتحان کے ذریعے پتہ لگایا جا سکتا ہے.,anatomy,2
اوسٹیو کلاسٹس,جمع ہڈی اور periosteal mesenchymal خلیات سے فرق.|ہڈی کی بحالی اور periosteal mesenchymal خلیات سے فرق.|ہڈی جمع کریں اور مونوکیٹس سے فرق کریں۔|ہڈی کو بحال کرتا ہے اور مونوکیٹس سے فرق کرتا ہے۔,anatomy,3
پس منظر پٹیریگائڈ پٹھوں,کورونائڈ کے عمل سے منسلک ہوتا ہے اور مینڈیبل کو بلند کرتا ہے۔|کنڈیلر عمل سے منسلک ہوتا ہے اور مینڈیبل کو بلند کرتا ہے۔|کورونائڈ کے عمل سے منسلک ہوتا ہے اور مینڈیبل کو پھیلا دیتا ہے۔|کنڈیلر عمل سے منسلک ہوتا ہے اور مینڈیبل کو پھیلا دیتا ہے۔,anatomy,3
جنین میں، ductus arteriosus سے خون گزرتا ہے۔,شہ رگ کی پلمونری رگ۔|شہ رگ سے پلمونری رگ تک۔|شہ رگ تک پلمونری شریان۔|شہ رگ سے پلمونری شریان۔,anatomy,2
مندرجہ ذیل میں سے کون سی ہڈیاں اینڈوکونڈرل اوسیفیکیشن سے تیار ہوتی ہیں؟,پسلیاں|پسلیاں اور سٹرنم|پسلیاں، اسٹرنم اور ہنسلی|پسلیاں، سٹرنم، ہنسلی اور کشیرکا,anatomy,1
سخت تالو کی mucosa ہے,keratised اور submucosa اور معمولی لعاب غدود posterolaterally ہے.|غیر کیراٹینائزڈ اور اس میں پوسٹرومیڈیلی طور پر سبموکوسا اور معمولی تھوک کے غدود ہوتے ہیں۔|keratised اور submucosa اور معمولی تھوک کے غدود کی کمی ہے۔|غیر keratised اور submucosa اور معمولی تھوک غدود کی کمی ہے.,anatomy,0
چھٹی پسلی کا سر اس کے ساتھ بولتا ہے۔,T5 کا کمتر آرٹیکولر پہلو اور T6 کا اعلی آرٹیکولر پہلو۔|T5 کا کمتر آرٹیکولر ڈیمی فاسیٹ اور T6 کا اعلی آرٹیکولر پہلو۔|T5 کا کمتر آرٹیکولر ڈیمی فاسیٹ اور T6 کا اعلیٰ آرٹیکولر ڈیمی فاسیٹ۔|T6 کے اعلیٰ اور کمتر ڈیمیفاسیٹس۔,anatomy,2
پیٹ کی گہا کے بائیں اوپری کواڈرینٹ میں ڈایافرام کے نیچے کون سا واقع ہے؟,اپینڈکس|گرہنی|تلی|لبلبہ,anatomy,2
Synovial جوڑوں میں Proprioceptive اعصاب کے اختتام واقع ہوتے ہیں۔,articular کارٹلیج اور synovial جھلی.|synovial جھلی اور کیپسول.|کیپسول اور ligaments.|ligaments اور articular ڈسکس.,anatomy,3
چھاتی کا پنجرا ایک ساختی اکائی ہے جو درج ذیل میں سے کس کام کے لیے اہم ہے؟,غذائیت|حیض|تذکرہ|سانس,anatomy,3
ایک مریض کو سر کی چوٹ کے بعد داخل کیا جاتا ہے اور وہ تیزی سے کوما میں چلا جاتا ہے۔ ایم آر آئی اسکین ایکسٹراڈورل ہیمرج کی نشاندہی کرتا ہے کیونکہ ماورائے خون کا پتہ لگایا جا سکتا ہے,کھوپڑی کی ہڈیاں اور ڈورا میٹر۔|ڈورا میٹر اور آرچنائڈ۔|arachnoid اور pia میٹر.|پیا میٹر اور دماغ کی سطح۔,anatomy,0
ایک کامیاب infraorbital اعصابی بلاک کی اینستھیزیا پیدا کرے گا,maxillary پچھلے دانت.|maxillary anterior دانت اور ان کے labial gingivae۔|maxillary anterior دانت، ان کے labial gingivae اور اوپری ہونٹ۔|maxillary anterior دانت، ان کے labial gingivae، اوپری ہونٹ اور پچھلے سخت تالو۔,anatomy,2
مندرجہ ذیل میں سے کون سا فارمینا اسفینائیڈ ہڈی کو چھیدتا ہے؟,فورامین اوول|فورمین اوول اور روٹنڈم|فورامین اوول، روٹنڈم اور اسپینوسم|فورمین اوول، روٹنڈم اور اسپینوسم اور فورامین لیسرم,anatomy,2
مندرجہ ذیل میں سے کون سا عارضہ ہے جس کی خصوصیت دن کے وقت نیند آنے کی بے قابو اقساط سے ہوتی ہے؟,ڈسلیکسیا|مرگی|ہائیڈروسیفالس|نارکولیپسی۔,anatomy,3
مندرجہ ذیل میں سے کون سا پھیپھڑوں میں گیس کے تبادلے کی اجازت دیتا ہے؟,الیوولی|برونچی|Bronchioles|کیپلیریاں,anatomy,0
ایک مریض کو فریکچر ہوتا ہے جس میں رداس جھک جاتا ہے لیکن بے گھر نہیں ہوتا ہے، اور جلد برقرار ہے۔ اس قسم کے فریکچر کو درج ذیل میں سے کس کے نام سے جانا جاتا ہے؟,بند، گرین اسٹک|پیچیدہ، comminuted|مرکب، قاطع|کھلا، سرپل,anatomy,0
سپرمیٹوزون کے ذریعہ بیضہ کی فرٹلائجیشن مندرجہ ذیل میں سے کس ساخت میں ہوتی ہے؟,گردن کا پچھلا حصہ|فیلوپین ٹیوب|بیضہ دانی|بچہ دانی,anatomy,1
ایکٹوڈرم کو جنم دیتا ہے۔,نیورل ٹیوب.|ectomesenchymal خلیات.|دانتوں کا تامچینی.|تمام تین ڈھانچے.,anatomy,3
مردوں میں، مندرجہ ذیل میں سے کون سا ڈھانچہ مثانے کی گردن میں واقع ہوتا ہے اور پیشاب کی نالی کو گھیرتا ہے؟,Epididymis|پروسٹیٹ|سکروٹم|Seminal vesicle,anatomy,1
"درج ذیل میں سے کون سا آپشن درج ذیل بیان کو مکمل کرتا ہے؟ ""صحیح ایٹریوینٹریکولر والو…""",سیمی لونر والو ہے۔|پیپلیری پٹھوں کی طرف سے ہمیشہ سے روکا جاتا ہے.|systole کے دوران کھلا ہے.|پلمونری ٹرنک سے خون کو واپس آنے سے روکتا ہے کیونکہ دل آرام کرتا ہے۔,anatomy,1
دماغ کے درج ذیل میں سے کون سا حصہ ذیلی کلاوین شریانوں کی شاخوں کے ذریعے فراہم کیا جاتا ہے؟,فرنٹل لاب|parietal lobe|ہائپوتھیلمس|سیربیلم,anatomy,3
مندرجہ ذیل میں سے کون سی ساخت چھوٹی آنت کا حصہ ہے؟,اوپری آنت|سیکم|الیوم|سگمائیڈ بڑی آنت,anatomy,2
کمتر الیوولر اعصابی بلاک کے دوران سوئی مثالی طور پر گزر جاتی ہے۔,پچھلی اور درمیانی تا medial pterygoid.|anterior اور لیٹرل سے medial pterygoid.|میڈل pterygoid کے ذریعے.|medial pterygoid سے کمتر۔,anatomy,1
مندرجہ ذیل میں سے کن بیماریوں کے مریضوں کا علاج وٹامن بی 12 کے انجیکشن سے کیا جاتا ہے؟,بیل کی پالسی|کرون کی بیماری|نقصان دہ خون کی کمی|قبروں کی بیماری,anatomy,2
مندرجہ ذیل میں سے کون سی ہڈیوں میں ایسا عمل ہے جو زائگومیٹک ہڈی کے ساتھ مل کر زائگومیٹک محراب بنتا ہے؟,میکیلری ہڈی|دنیاوی ہڈی|اسفینائڈ ہڈی|سامنے کی ہڈی,anatomy,1
Parasympathetic preganglionic axons CNS کے ساتھ چھوڑ دیتے ہیں۔,گریوا ریڑھ کی ہڈی کے اعصاب.|چھاتی ریڑھ کی ہڈی کے اعصاب.|ریڑھ کی ہڈی کے اعصاب.|مقدس ریڑھ کی ہڈی کے اعصاب.,anatomy,3
ایک مریض جس کے سروائیکل ہمدرد سلسلہ کو نقصان پہنچے گا وہ درج ذیل علامات اور علامات ظاہر کرے گا۔,پپلیری سنکشیشن|پپلیری سنکشیشن اور چہرے کی نالیوں کی واسوڈیلیشن|پپلیری سنکشیشن، چہرے کی نالیوں کی واسوڈیلیشن اور چہرے کے پسینے میں اضافہ|پپلیری سنکشیشن، چہرے کی نالیوں کا واسوڈیلیشن، چہرے کے پسینے میں اضافہ اور لکریمیشن میں کمی,anatomy,1
مندرجہ ذیل میں سے کون سی کرینیل اعصاب سونگھنے کی حس سے متعلق ہے؟,عبدوسینس|ہائپوگلوسل|ولفیکٹری۔|ٹروکلیئر,anatomy,2
دماغ میں اہم مراکز کہاں واقع ہیں؟,وسط دماغ|پونز|medulla oblongata|سیریبیلم,anatomy,2
لعاب میں ایک انزائم ہوتا ہے جو درج ذیل میں سے کس غذائی اجزاء پر کام کرتا ہے؟,نشاستے|پروٹینز|چربی|معدنیات,anatomy,0
نگلنے کے دوران,سمعی ٹیوب کھل جاتی ہے۔|cricopharyngeus پٹھوں کے معاہدے.|ریما گلوٹیس کھلتی ہے۔|گیگ ریفلیکس معطل ہے۔,anatomy,0
تمام ریڑھ کی ہڈی کے اعصاب کی پرشٹھیی جڑیں ہوتی ہیں۔,حسی اعصابی عمل|حسی اور خود مختار نیورونل عمل۔|موٹر نیورونل عمل.|موٹر اور خود مختار نیورونل عمل.,anatomy,0
مندرجہ ذیل میں سے کون سی اینڈوکرائن سسٹم کا ماسٹر گلینڈ ہے؟,ایڈرینل|لبلبہ|پائنل|پٹیوٹری,anatomy,3
زبان کے پچھلے دو تہائی حصے پر سومیٹک احساس کا نقصان اس بات کی نشاندہی کرتا ہے,مینڈیبلر ٹرائیجیمنل اعصاب کی لسانی شاخ۔|chorda tympani چہرے کے اعصاب کی شاخ۔|glossopharyngeal اعصاب کی لسانی شاخ۔|hypoglossal اعصاب.,anatomy,0
مردوں میں، گونوکوکل ثقافتوں کے نمونے عام طور پر درج ذیل میں سے کس ساخت سے حاصل کیے جاتے ہیں؟,مقعد|مثانہ|پیشاب کی نالی|خصیہ,anatomy,2
دانتوں کے پینورامک ریڈیوگراف پر درج ذیل میں سے کون سا ڈھانچہ نظر آنا چاہیے؟,مینڈیبلر نہر|مینڈیبلر کینال اور میکسلری سائنس|مینڈیبلر کینال، میکسلری سائنس اور سخت تالو|مینڈیبلر کینال، میکیلری سائنس، سخت تالو اور زیگومیٹک محراب,anatomy,3
"ٹائپ-Ia (""ٹائپ ون-اے"") سپرنووا کے لیے کیا سچ ہے؟",یہ قسم بائنری نظاموں میں پائی جاتی ہے۔|یہ قسم نوجوان کہکشاؤں میں پائی جاتی ہے۔|یہ قسم گاما رے برسٹ پیدا کرتی ہے۔|یہ قسم زیادہ مقدار میں ایکس رے پیدا کرتی ہے۔,astronomy,0
اگر آپ اپنے مقام سے کسی چیز کی اصل چمک اور اس کی ظاہری چمک دونوں کو جانتے ہیں تو پھر کسی دوسری معلومات کے بغیر آپ اندازہ لگا سکتے ہیں:,آپ کی نسبت اس کی رفتار|اس کی ترکیب|اس کا ناپ|اس کی آپ سے دوری ہے۔,astronomy,3
آسمان نیلا کیوں ہے؟,کیونکہ جو مالیکیول زمین کے ماحول کو تشکیل دیتے ہیں ان کا رنگ نیلا ہے۔|کیونکہ آسمان زمین کے سمندروں کے رنگ کو ظاہر کرتا ہے۔|کیونکہ ماحول ترجیحی طور پر مختصر طول موج کو بکھیرتا ہے۔|کیونکہ زمین کا ماحول ترجیحی طور پر دوسرے تمام رنگوں کو جذب کرتا ہے۔,astronomy,2
آپ نے ایک سائنسی نظریہ بنایا ہے کہ تمام اشیاء کے درمیان ایک پرکشش قوت موجود ہے۔ آپ کا نظریہ کب درست ثابت ہوگا؟,"پہلی بار جب آپ بولنگ گیند گراتے ہیں اور وہ آپ کے مفروضے کو ثابت کرتے ہوئے زمین پر گرتی ہے۔|اپنے تجربے کو کئی بار دہرانے کے بعد۔|آپ کبھی بھی اپنے نظریہ کو درست ثابت نہیں کر سکتے صرف ""ابھی تک غلط ثابت ہونا""۔|جب آپ اور بہت سے دوسرے لوگوں نے مفروضے کا تجربہ کیا ہے۔",astronomy,2
مندرجہ ذیل میں سے کون سا سچ ہے؟,ٹائٹن نظام شمسی کا واحد بیرونی چاند ہے جس کی فضا موٹی ہے۔|ٹائٹن نظام شمسی کا واحد بیرونی چاند ہے جس میں حالیہ ارضیاتی سرگرمی کا ثبوت ہے۔|ٹائٹن کی فضا زیادہ تر ہائیڈرو کاربن پر مشتمل ہے۔|اے اور ڈی,astronomy,3
بڑے پیمانے پر m کا ایک دومکیت کم از کم اثر کی رفتار سے زمین (ماس M رداس R) کو متاثر کرتا ہے۔ اثر میں جاری ہونے والی کل توانائی کا اظہار کیا ہے؟,m*v|0.5*m/(R^3)|0.5*m*(2GM/R)|0.6*G(M^2)/R,astronomy,2
"مریخ کا کچھ پانی مٹی اور برف کے ڈھکنوں میں جم گیا ہے اور کچھ شمسی ہوا کے اتار چڑھاؤ کی وجہ سے ضائع ہو گیا تھا لیکن خیال کیا جاتا ہے کہ اصل پانی کا زیادہ تر حصہ کسی اور طریقہ کار کے ذریعے ضائع ہو گیا ہے۔ اس ""کھوئے ہوئے"" پانی کا کیا ہوا؟",جب اس کی طاقت میں تیزی سے کمی واقع ہوئی تو اسے مقناطیسی میدان نے چھین لیا۔|یہ الٹرا وائلٹ لائٹ کے ذریعے ہائیڈروجن اور آکسیجن میں ٹوٹ گیا تھا اور ہائیڈروجن تھرمل فرار کے ذریعے ضائع ہو گئی تھی۔|یہ پیاسے Martians کی تہذیب نے کھا لیا تھا۔|یہ شدید آتش فشاں کے دور میں بخارات بن گیا تھا اور تھرمل فرار کے ذریعے خلا میں کھو گیا تھا۔,astronomy,1
چاند کی سطح پر موجود زیادہ تر چٹانیں زمین کی سطح پر موجود پتھروں سے پرانی ہیں۔ اس کا بہترین ثبوت یہ ہے:,چندر کی چٹانیں ان ٹکڑوں پر مشتمل ہوتی ہیں جو بہت سے اثرات سے پھٹی ہوئی ہوتی ہیں۔|چاند کے نمونوں کی تابکار ڈیٹنگ سے پتہ چلتا ہے کہ ان کی عمر زیادہ ہے۔|چاند کی سطح زمین کی سطح کے مقابلے میں بہت زیادہ کٹ گئی ہے۔|چاند کی سطح پر زمین کی سطح سے زیادہ اثر والے گڑھے ہیں۔,astronomy,1
نظام شمسی میں دوسرا سب سے عام عنصر کیا ہے؟,لوہا|ہائیڈروجن|میتھین|ہیلیم,astronomy,3
اس مواد کا ماخذ کیا ہے جو الکا کی بارش کا سبب بنتا ہے؟,زمین کے قریب کے کشودرگرہ آہستہ آہستہ بکھر جاتے ہیں اور اپنے مداری راستے پر پھیل جاتے ہیں۔ جب زمین کسی کشودرگرہ کے مدار سے گزرتی ہے تو ہم پر ریت کے سائز کے ذرات کی بمباری ہوتی ہے جس کی وجہ سے الکا بارش ہوتی ہے۔|زمین کے قریب کے کشودرگرہ زمین کے ماحول میں داخل ہوتے ہی ٹوٹ پھوٹ کا شکار ہو جاتے ہیں جس سے سینکڑوں روشن الکا پیدا ہوتے ہیں جو آسمان میں ایک ہی جگہ سے نکلتے دکھائی دیتے ہیں۔|دومکیتوں کے مرکزے زمین کے ماحول میں داخل ہوتے ہی ٹوٹ پھوٹ کا شکار ہو جاتے ہیں جس سے سینکڑوں روشن الکا پیدا ہوتے ہیں جو آسمان کے مرکزی مقام سے نکلتے دکھائی دیتے ہیں۔|دومکیت کے مرکزے آہستہ آہستہ بکھر جاتے ہیں اور دومکیت کے مداری راستے پر پھیل جاتے ہیں۔ جب زمین کسی دومکیت کے مدار سے گزرتی ہے تو ہم پر ریت کے سائز کے ذرات کی بمباری ہوتی ہے جس کی وجہ سے الکا بارش ہوتی ہے۔,astronomy,3
دومکیت کا پلازما (آئن) دم ہمیشہ سورج سے دور کیوں ہوتا ہے؟,"سورج کی روشنی سے تابکاری کا دباؤ آئنوں کو دور دھکیل دیتا ہے۔|دم میں کونیی رفتار کا تحفظ اسے ہمیشہ سورج سے دور رکھتا ہے۔|آئن کیپلرین مداروں کی پیروی کر رہے ہیں جو سورج سے دور ہوتے ہیں۔|شمسی ہوا برقی مقناطیسی طور پر سورج سے براہ راست دور آئنوں کو ""اڑاتی"" ہے۔",astronomy,3
Eratosthenes نے 240 قبل مسیح میں زمین کی جسامت کا اندازہ کیسے لگایا؟,سورج گرہن کا دورانیہ دیکھ کر۔|چاند گرہن میں چاند پر زمین کے سائے کے سائز کی پیمائش کرکے۔|ایک ہی دن میں ایک ہی وقت میں مختلف عرض بلد پر دو شہروں میں سورج کی زیادہ سے زیادہ اونچائی کا موازنہ کرکے۔|زمین کے گرد جہازوں کے بیڑے بھیج کر۔,astronomy,2
بڑا میجیلانک بادل ہے...,آکاشگنگا کے گرد چکر لگانے والی ایک بونی کہکشاں۔|زمین کے قریب ترین سیاروں کا نیبولا۔|میگیلن کے ذریعہ دریافت کردہ ایک روشن ستارے کا جھرمٹ۔|آکاشگنگا کا بیرونی بازو میگیلن کے نام پر رکھا گیا ہے۔,astronomy,0
